,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
224,ሄፓታይተስ ዲ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ጨለማ_ሽንት
225,ሄፓታይተስ ዲ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ቢጫ_ቆዳ
226,ሄፓታይተስ ዲ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ቢጫ_ቆዳ
227,ሄፓታይተስ ዲ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ቢጫ_ቆዳ
228,ሄፓታይተስ ዲ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ቢጫ_ቆዳ
229,ሄፓታይተስ ዲ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ቢጫ_ቆዳ
230,ሄፓታይተስ ኢ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ከፍተኛ_ትኩሳት
231,ሄፓታይተስ ኢ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ከፍተኛ_ትኩሳት
232,ሄፓታይተስ ኢ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ከፍተኛ_ትኩሳት
233,ሄፓታይተስ ኢ,ማስታወክ,ድካም,ከፍተኛ_ትኩሳት,ቢጫ_ቆዳ
234,ሄፓታይተስ ኢ,የመገጣጠሚያ_ህመም,ድካም,ከፍተኛ_ትኩሳት,ቢጫ_ቆዳ
235,ሄፓታይተስ ኢ,የመገጣጠሚያ_ህመም,ማስታወክ,ከፍተኛ_ትኩሳት,ቢጫ_ቆዳ
236,ሄፓታይተስ ኢ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ቢጫ_ቆዳ
237,ሄፓታይተስ ኢ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ከፍተኛ_ትኩሳት
238,ሄፓታይተስ ኢ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ከፍተኛ_ትኩሳት
239,ሄፓታይተስ ኢ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ከፍተኛ_ትኩሳት
240,የአልኮል ሄፓታይተስ,ማስታወክ,ቢጫ_ቆዳ,የሆድ_ህመም,የሆድ_እብጠት
241,የአልኮል ሄፓታይተስ,ማስታወክ,ቢጫ_ቆዳ,የሆድ_ህመም,የሆድ_እብጠት
242,የአልኮል ሄፓታይተስ,ቢጫ_ቆዳ,የሆድ_ህመም,የሆድ_እብጠት,የሆድ_መረበሽ
243,የአልኮል ሄፓታይተስ,ማስታወክ,የሆድ_ህመም,የሆድ_እብጠት,የሆድ_መረበሽ
244,የአልኮል ሄፓታይተስ,ማስታወክ,ቢጫ_ቆዳ,የሆድ_እብጠት,የሆድ_መረበሽ
245,የአልኮል ሄፓታይተስ,ማስታወክ,ቢጫ_ቆዳ,የሆድ_ህመም,የሆድ_መረበሽ
246,የአልኮል ሄፓታይተስ,ማስታወክ,ቢጫ_ቆዳ,የሆድ_ህመም,የሆድ_እብጠት
247,የአልኮል ሄፓታይተስ,ማስታወክ,ቢጫ_ቆዳ,የሆድ_ህመም,የሆድ_እብጠት
248,የአልኮል ሄፓታይተስ,ማስታወክ,ቢጫ_ቆዳ,የሆድ_ህመም,የሆድ_እብጠት
249,የአልኮል ሄፓታይተስ,ማስታወክ,ቢጫ_ቆዳ,የሆድ_ህመም,የሆድ_እብጠት
250,የሳንባ ነቀርሳ በሽታ,ብርድ ብርድ ማለት,ማስታወክ,ድካም,ክብደት_መቀነስ
251,የሳንባ ነቀርሳ በሽታ,ብርድ ብርድ ማለት,ማስታወክ,ድካም,ክብደት_መቀነስ
252,የሳንባ ነቀርሳ በሽታ,ማስታወክ,ድካም,ክብደት_መቀነስ,ሳል
253,የሳንባ ነቀርሳ በሽታ,ብርድ ብርድ ማለት,ድካም,ክብደት_መቀነስ,ሳል
254,የሳንባ ነቀርሳ በሽታ,ብርድ ብርድ ማለት,ማስታወክ,ክብደት_መቀነስ,ሳል
255,የሳንባ ነቀርሳ በሽታ,ብርድ ብርድ ማለት,ማስታወክ,ድካም,ሳል
256,የሳንባ ነቀርሳ በሽታ,ብርድ ብርድ ማለት,ማስታወክ,ድካም,ክብደት_መቀነስ
257,የሳንባ ነቀርሳ በሽታ,ብርድ ብርድ ማለት,ማስታወክ,ድካም,ክብደት_መቀነስ
258,የሳንባ ነቀርሳ በሽታ,ብርድ ብርድ ማለት,ማስታወክ,ድካም,ክብደት_መቀነስ
259,የሳንባ ነቀርሳ በሽታ,ብርድ ብርድ ማለት,ማስታወክ,ድካም,ክብደት_መቀነስ
260,የጋራ ቅዝቃዜ,የማያቋርጥ_ማስነጠስ,ብርድ ብርድ ማለት,ድካም,ሳል
261,የጋራ ቅዝቃዜ,የማያቋርጥ_ማስነጠስ,ብርድ ብርድ ማለት,ድካም,ሳል
262,የጋራ ቅዝቃዜ,ብርድ ብርድ ማለት,ድካም,ሳል,ከፍተኛ_ትኩሳት
263,የጋራ ቅዝቃዜ,የማያቋርጥ_ማስነጠስ,ድካም,ሳል,ከፍተኛ_ትኩሳት
264,የጋራ ቅዝቃዜ,የማያቋርጥ_ማስነጠስ,ብርድ ብርድ ማለት,ሳል,ከፍተኛ_ትኩሳት
265,የጋራ ቅዝቃዜ,የማያቋርጥ_ማስነጠስ,ብርድ ብርድ ማለት,ድካም,ከፍተኛ_ትኩሳት
266,የጋራ ቅዝቃዜ,የማያቋርጥ_ማስነጠስ,ብርድ ብርድ ማለት,ድካም,ሳል
267,የጋራ ቅዝቃዜ,የማያቋርጥ_ማስነጠስ,ብርድ ብርድ ማለት,ድካም,ሳል
268,የጋራ ቅዝቃዜ,የማያቋርጥ_ማስነጠስ,ብርድ ብርድ ማለት,ድካም,ሳል
269,የጋራ ቅዝቃዜ,የማያቋርጥ_ማስነጠስ,ብርድ ብርድ ማለት,ድካም,ሳል
270,የሳንባ ምች,ብርድ ብርድ ማለት,ድካም,ሳል,ከፍተኛ_ትኩሳት
271,የሳንባ ምች,ብርድ ብርድ ማለት,ድካም,ሳል,ከፍተኛ_ትኩሳት
272,የሳንባ ምች,ብርድ ብርድ ማለት,ድካም,ሳል,ከፍተኛ_ትኩሳት
273,የሳንባ ምች,ድካም,ሳል,ከፍተኛ_ትኩሳት,ትንፋሽ ማጣት
274,የሳንባ ምች,ብርድ ብርድ ማለት,ሳል,ከፍተኛ_ትኩሳት,ትንፋሽ ማጣት
275,የሳንባ ምች,ብርድ ብርድ ማለት,ድካም,ከፍተኛ_ትኩሳት,ትንፋሽ ማጣት
276,የሳንባ ምች,ብርድ ብርድ ማለት,ድካም,ሳል,ትንፋሽ ማጣት
277,የሳንባ ምች,ብርድ ብርድ ማለት,ድካም,ሳል,ከፍተኛ_ትኩሳት
278,የሳንባ ምች,ብርድ ብርድ ማለት,ድካም,ሳል,ከፍተኛ_ትኩሳት
279,የሳንባ ምች,ብርድ ብርድ ማለት,ድካም,ሳል,ከፍተኛ_ትኩሳት
280,ዲሞርፊክ ሄሞሮይድስ (ክምር),የሆድ ድርቀት,በአንጀት_እንቅስቃሴ_ጊዜ_ህመም,pain_in_anal_region,ደም የተሞላ_ሰገራ
281,ዲሞርፊክ ሄሞሮይድስ (ክምር),የሆድ ድርቀት,በአንጀት_እንቅስቃሴ_ጊዜ_ህመም,pain_in_anal_region,ደም የተሞላ_ሰገራ
282,ዲሞርፊክ ሄሞሮይድስ (ክምር),የሆድ ድርቀት,በአንጀት_እንቅስቃሴ_ጊዜ_ህመም,pain_in_anal_region,ደም የተሞላ_ሰገራ
283,ዲሞርፊክ ሄሞሮይድስ (ክምር),በአንጀት_እንቅስቃሴ_ጊዜ_ህመም,pain_in_anal_region,ደም የተሞላ_ሰገራ,በፊንጢጣ ውስጥ መበሳጨት
284,ዲሞርፊክ ሄሞሮይድስ (ክምር),የሆድ ድርቀት,pain_in_anal_region,ደም የተሞላ_ሰገራ,በፊንጢጣ ውስጥ መበሳጨት
285,ዲሞርፊክ ሄሞሮይድስ (ክምር),የሆድ ድርቀት,በአንጀት_እንቅስቃሴ_ጊዜ_ህመም,ደም የተሞላ_ሰገራ,በፊንጢጣ ውስጥ መበሳጨት
286,ዲሞርፊክ ሄሞሮይድስ (ክምር),የሆድ ድርቀት,በአንጀት_እንቅስቃሴ_ጊዜ_ህመም,pain_in_anal_region,በፊንጢጣ ውስጥ መበሳጨት
287,ዲሞርፊክ ሄሞሮይድስ (ክምር),የሆድ ድርቀት,በአንጀት_እንቅስቃሴ_ጊዜ_ህመም,pain_in_anal_region,ደም የተሞላ_ሰገራ
288,ዲሞርፊክ ሄሞሮይድስ (ክምር),የሆድ ድርቀት,በአንጀት_እንቅስቃሴ_ጊዜ_ህመም,pain_in_anal_region,ደም የተሞላ_ሰገራ
289,ዲሞርፊክ ሄሞሮይድስ (ክምር),የሆድ ድርቀት,በአንጀት_እንቅስቃሴ_ጊዜ_ህመም,pain_in_anal_region,ደም የተሞላ_ሰገራ
290,የልብ ድካም,ማስታወክ,ትንፋሽ ማጣት,ማላብ,የደረት_ህመም
291,የልብ ድካም,ማስታወክ,ትንፋሽ ማጣት,ማላብ,የደረት_ህመም
292,የልብ ድካም,ትንፋሽ ማጣት,ማላብ,የደረት_ህመም,
293,የልብ ድካም,ማስታወክ,ማላብ,የደረት_ህመም,
294,የልብ ድካም,ማስታወክ,ትንፋሽ ማጣት,የደረት_ህመም,
295,የልብ ድካም,ማስታወክ,ትንፋሽ ማጣት,ማላብ,
296,የልብ ድካም,ማስታወክ,ትንፋሽ ማጣት,ማላብ,የደረት_ህመም
297,የልብ ድካም,ትንፋሽ ማጣት,ማላብ,የደረት_ህመም,
298,የልብ ድካም,ማስታወክ,ማላብ,የደረት_ህመም,
299,የልብ ድካም,ማስታወክ,ትንፋሽ ማጣት,የደረት_ህመም,
300,የ varicose ደም መላሽ ቧንቧዎች,ድካም,ቁርጠት,መሰባበር,ከመጠን ያለፈ ውፍረት
301,የ varicose ደም መላሽ ቧንቧዎች,ድካም,ቁርጠት,መሰባበር,ከመጠን ያለፈ ውፍረት
302,የ varicose ደም መላሽ ቧንቧዎች,ቁርጠት,መሰባበር,ከመጠን ያለፈ ውፍረት,እብጠት_እግር
303,የ varicose ደም መላሽ ቧንቧዎች,ድካም,መሰባበር,ከመጠን ያለፈ ውፍረት,እብጠት_እግር
304,የ varicose ደም መላሽ ቧንቧዎች,ድካም,ቁርጠት,ከመጠን ያለፈ ውፍረት,እብጠት_እግር
305,የ varicose ደም መላሽ ቧንቧዎች,ድካም,ቁርጠት,መሰባበር,እብጠት_እግር
306,የ varicose ደም መላሽ ቧንቧዎች,ድካም,ቁርጠት,መሰባበር,ከመጠን ያለፈ ውፍረት
307,የ varicose ደም መላሽ ቧንቧዎች,ድካም,ቁርጠት,መሰባበር,ከመጠን ያለፈ ውፍረት
308,የ varicose ደም መላሽ ቧንቧዎች,ድካም,ቁርጠት,መሰባበር,ከመጠን ያለፈ ውፍረት
309,የ varicose ደም መላሽ ቧንቧዎች,ድካም,ቁርጠት,መሰባበር,ከመጠን ያለፈ ውፍረት
310,ሃይፖታይሮዲዝም,ድካም,ክብደት_መጨመር,ቀዝቃዛ_እጅ_እና_እግር,የስሜት_መለዋወጥ
311,ሃይፖታይሮዲዝም,ድካም,ክብደት_መጨመር,ቀዝቃዛ_እጅ_እና_እግር,የስሜት_መለዋወጥ
312,ሃይፖታይሮዲዝም,ክብደት_መጨመር,ቀዝቃዛ_እጅ_እና_እግር,የስሜት_መለዋወጥ,ግድየለሽነት
313,ሃይፖታይሮዲዝም,ክብደት_መጨመር,ቀዝቃዛ_እጅ_እና_እግር,የስሜት_መለዋወጥ,ግድየለሽነት
314,ሃይፖታይሮዲዝም,ድካም,ቀዝቃዛ_እጅ_እና_እግር,የስሜት_መለዋወጥ,ግድየለሽነት
315,ሃይፖታይሮዲዝም,ድካም,ክብደት_መጨመር,የስሜት_መለዋወጥ,ግድየለሽነት
316,ሃይፖታይሮዲዝም,ድካም,ክብደት_መጨመር,ቀዝቃዛ_እጅ_እና_እግር,ግድየለሽነት
317,ሃይፖታይሮዲዝም,ድካም,ክብደት_መጨመር,ቀዝቃዛ_እጅ_እና_እግር,የስሜት_መለዋወጥ
318,ሃይፖታይሮዲዝም,ድካም,ክብደት_መጨመር,ቀዝቃዛ_እጅ_እና_እግር,የስሜት_መለዋወጥ
319,ሃይፖታይሮዲዝም,ድካም,ክብደት_መጨመር,ቀዝቃዛ_እጅ_እና_እግር,የስሜት_መለዋወጥ
320,ሃይፐርታይሮዲዝም,ድካም,የስሜት_መለዋወጥ,ክብደት_መቀነስ,እረፍት ማጣት
321,ሃይፐርታይሮዲዝም,ድካም,የስሜት_መለዋወጥ,ክብደት_መቀነስ,እረፍት ማጣት
322,ሃይፐርታይሮዲዝም,የስሜት_መለዋወጥ,ክብደት_መቀነስ,እረፍት ማጣት,ማላብ
323,ሃይፐርታይሮዲዝም,ድካም,ክብደት_መቀነስ,እረፍት ማጣት,ማላብ
324,ሃይፐርታይሮዲዝም,ድካም,የስሜት_መለዋወጥ,እረፍት ማጣት,ማላብ
325,ሃይፐርታይሮዲዝም,ድካም,የስሜት_መለዋወጥ,ክብደት_መቀነስ,ማላብ
326,ሃይፐርታይሮዲዝም,ድካም,የስሜት_መለዋወጥ,ክብደት_መቀነስ,እረፍት ማጣት
327,ሃይፐርታይሮዲዝም,ድካም,የስሜት_መለዋወጥ,ክብደት_መቀነስ,እረፍት ማጣት
328,ሃይፐርታይሮዲዝም,ድካም,የስሜት_መለዋወጥ,ክብደት_መቀነስ,እረፍት ማጣት
329,ሃይፐርታይሮዲዝም,ድካም,የስሜት_መለዋወጥ,ክብደት_መቀነስ,እረፍት ማጣት
330,ሃይፖግላይሴሚያ,ማስታወክ,ድካም,ጭንቀት,ማላብ
331,ሃይፖግላይሴሚያ,ማስታወክ,ድካም,ጭንቀት,ማላብ
332,ሃይፖግላይሴሚያ,ማስታወክ,ድካም,ጭንቀት,ማላብ
333,ሃይፖግላይሴሚያ,ድካም,ጭንቀት,ማላብ,ራስ ምታት
334,ሃይፖግላይሴሚያ,ማስታወክ,ጭንቀት,ማላብ,ራስ ምታት
335,ሃይፖግላይሴሚያ,ማስታወክ,ድካም,ማላብ,ራስ ምታት
336,ሃይፖግላይሴሚያ,ማስታወክ,ድካም,ጭንቀት,ራስ ምታት
337,ሃይፖግላይሴሚያ,ማስታወክ,ድካም,ጭንቀት,ማላብ
338,ሃይፖግላይሴሚያ,ማስታወክ,ድካም,ጭንቀት,ማላብ
339,ሃይፖግላይሴሚያ,ማስታወክ,ድካም,ጭንቀት,ማላብ
340,የአርትሮሲስ በሽታ,የመገጣጠሚያ_ህመም,የአንገት_ህመም,የጉልበት_ህመም,hip_የመገጣጠሚያ_ህመም
341,የአርትሮሲስ በሽታ,የመገጣጠሚያ_ህመም,የአንገት_ህመም,የጉልበት_ህመም,hip_የመገጣጠሚያ_ህመም
342,የአርትሮሲስ በሽታ,የአንገት_ህመም,የጉልበት_ህመም,hip_የመገጣጠሚያ_ህመም,እብጠት_መገጣጠሚያዎች
343,የአርትሮሲስ በሽታ,የመገጣጠሚያ_ህመም,የጉልበት_ህመም,hip_የመገጣጠሚያ_ህመም,እብጠት_መገጣጠሚያዎች
344,የአርትሮሲስ በሽታ,የመገጣጠሚያ_ህመም,የአንገት_ህመም,hip_የመገጣጠሚያ_ህመም,እብጠት_መገጣጠሚያዎች
345,የአርትሮሲስ በሽታ,የመገጣጠሚያ_ህመም,የአንገት_ህመም,የጉልበት_ህመም,እብጠት_መገጣጠሚያዎች
346,የአርትሮሲስ በሽታ,የመገጣጠሚያ_ህመም,የአንገት_ህመም,የጉልበት_ህመም,hip_የመገጣጠሚያ_ህመም
347,የአርትሮሲስ በሽታ,የመገጣጠሚያ_ህመም,የአንገት_ህመም,የጉልበት_ህመም,hip_የመገጣጠሚያ_ህመም
348,የአርትሮሲስ በሽታ,የመገጣጠሚያ_ህመም,የአንገት_ህመም,የጉልበት_ህመም,hip_የመገጣጠሚያ_ህመም
349,የአርትሮሲስ በሽታ,የመገጣጠሚያ_ህመም,የአንገት_ህመም,የጉልበት_ህመም,hip_የመገጣጠሚያ_ህመም
350,አርትራይተስ,የጡንቻ_ደካማነት,አንገተ ደንዳና,እብጠት_መገጣጠሚያዎች,የእንቅስቃሴ_ግትርነት
351,አርትራይተስ,የጡንቻ_ደካማነት,አንገተ ደንዳና,እብጠት_መገጣጠሚያዎች,የእንቅስቃሴ_ግትርነት
352,አርትራይተስ,አንገተ ደንዳና,እብጠት_መገጣጠሚያዎች,የእንቅስቃሴ_ግትርነት,የሚያሰቃይ_መራመድ
353,አርትራይተስ,የጡንቻ_ደካማነት,እብጠት_መገጣጠሚያዎች,የእንቅስቃሴ_ግትርነት,የሚያሰቃይ_መራመድ
354,አርትራይተስ,የጡንቻ_ደካማነት,አንገተ ደንዳና,የእንቅስቃሴ_ግትርነት,የሚያሰቃይ_መራመድ
355,አርትራይተስ,የጡንቻ_ደካማነት,አንገተ ደንዳና,እብጠት_መገጣጠሚያዎች,የሚያሰቃይ_መራመድ
356,አርትራይተስ,የጡንቻ_ደካማነት,አንገተ ደንዳና,እብጠት_መገጣጠሚያዎች,የእንቅስቃሴ_ግትርነት
357,አርትራይተስ,የጡንቻ_ደካማነት,አንገተ ደንዳና,እብጠት_መገጣጠሚያዎች,የእንቅስቃሴ_ግትርነት
358,አርትራይተስ,የጡንቻ_ደካማነት,አንገተ ደንዳና,እብጠት_መገጣጠሚያዎች,የእንቅስቃሴ_ግትርነት
359,አርትራይተስ,የጡንቻ_ደካማነት,አንገተ ደንዳና,እብጠት_መገጣጠሚያዎች,የእንቅስቃሴ_ግትርነት
360,(vertigo) Paroymsal  Positional Vertigo,ማስታወክ,ራስ ምታት,ማቅለሽለሽ,የሚሽከረከር_እንቅስቃሴዎች
361,(vertigo) Paroymsal  Positional Vertigo,ማስታወክ,ራስ ምታት,ማቅለሽለሽ,የሚሽከረከር_እንቅስቃሴዎች
362,(vertigo) Paroymsal  Positional Vertigo,ራስ ምታት,ማቅለሽለሽ,የሚሽከረከር_እንቅስቃሴዎች,ሚዛን_ማጣት
363,(vertigo) Paroymsal  Positional Vertigo,ማስታወክ,ማቅለሽለሽ,የሚሽከረከር_እንቅስቃሴዎች,ሚዛን_ማጣት
364,(vertigo) Paroymsal  Positional Vertigo,ማስታወክ,ራስ ምታት,የሚሽከረከር_እንቅስቃሴዎች,ሚዛን_ማጣት
365,(vertigo) Paroymsal  Positional Vertigo,ማስታወክ,ራስ ምታት,ማቅለሽለሽ,ሚዛን_ማጣት
366,(vertigo) Paroymsal  Positional Vertigo,ማስታወክ,ራስ ምታት,ማቅለሽለሽ,የሚሽከረከር_እንቅስቃሴዎች
367,(vertigo) Paroymsal  Positional Vertigo,ማስታወክ,ራስ ምታት,ማቅለሽለሽ,የሚሽከረከር_እንቅስቃሴዎች
368,(vertigo) Paroymsal  Positional Vertigo,ማስታወክ,ራስ ምታት,ማቅለሽለሽ,የሚሽከረከር_እንቅስቃሴዎች
369,(vertigo) Paroymsal  Positional Vertigo,ማስታወክ,ራስ ምታት,ማቅለሽለሽ,ሚዛን_ማጣት
370,ብጉር,የቆዳ_ሽፍታ,መግል_የተሞላ_ብጉር,ጥቁር ነጠብጣቦች,የሚንቀጠቀጡ
371,ብጉር,የቆዳ_ሽፍታ,መግል_የተሞላ_ብጉር,ጥቁር ነጠብጣቦች,የሚንቀጠቀጡ
372,ብጉር,መግል_የተሞላ_ብጉር,ጥቁር ነጠብጣቦች,የሚንቀጠቀጡ,
373,ብጉር,የቆዳ_ሽፍታ,ጥቁር ነጠብጣቦች,የሚንቀጠቀጡ,
374,ብጉር,የቆዳ_ሽፍታ,መግል_የተሞላ_ብጉር,የሚንቀጠቀጡ,
375,ብጉር,የቆዳ_ሽፍታ,መግል_የተሞላ_ብጉር,ጥቁር ነጠብጣቦች,
376,ብጉር,የቆዳ_ሽፍታ,መግል_የተሞላ_ብጉር,ጥቁር ነጠብጣቦች,የሚንቀጠቀጡ
377,ብጉር,የቆዳ_ሽፍታ,መግል_የተሞላ_ብጉር,ጥቁር ነጠብጣቦች,
378,ብጉር,የቆዳ_ሽፍታ,መግል_የተሞላ_ብጉር,የሚንቀጠቀጡ,
379,ብጉር,የቆዳ_ሽፍታ,ጥቁር ነጠብጣቦች,የሚንቀጠቀጡ,
380,የሽንት ቧንቧ ኢንፌክሽን,ሚኪቱሪሽን ማቃጠል,የፊኛ ምቾት ማጣት,የሽንት መጥፎ ሽታ,የማያቋርጥ_የሽንት_ስሜት
381,የሽንት ቧንቧ ኢንፌክሽን,ሚኪቱሪሽን ማቃጠል,የፊኛ ምቾት ማጣት,የሽንት መጥፎ ሽታ,የማያቋርጥ_የሽንት_ስሜት
382,የሽንት ቧንቧ ኢንፌክሽን,የፊኛ ምቾት ማጣት,የሽንት መጥፎ ሽታ,የማያቋርጥ_የሽንት_ስሜት,
383,የሽንት ቧንቧ ኢንፌክሽን,ሚኪቱሪሽን ማቃጠል,የሽንት መጥፎ ሽታ,የማያቋርጥ_የሽንት_ስሜት,
384,የሽንት ቧንቧ ኢንፌክሽን,ሚኪቱሪሽን ማቃጠል,የፊኛ ምቾት ማጣት,የማያቋርጥ_የሽንት_ስሜት,
385,የሽንት ቧንቧ ኢንፌክሽን,ሚኪቱሪሽን ማቃጠል,የፊኛ ምቾት ማጣት,የሽንት መጥፎ ሽታ,
386,የሽንት ቧንቧ ኢንፌክሽን,ሚኪቱሪሽን ማቃጠል,የፊኛ ምቾት ማጣት,የሽንት መጥፎ ሽታ,የማያቋርጥ_የሽንት_ስሜት
387,የሽንት ቧንቧ ኢንፌክሽን,ሚኪቱሪሽን ማቃጠል,የፊኛ ምቾት ማጣት,የማያቋርጥ_የሽንት_ስሜት,
388,የሽንት ቧንቧ ኢንፌክሽን,የፊኛ ምቾት ማጣት,የሽንት መጥፎ ሽታ,የማያቋርጥ_የሽንት_ስሜት,
